"Story","Title","Result","Date","Stability","Duration (s)"
"Credco Logout story","Smoke --> User's log-out from AutoRIA as an ""End user""","SUCCESS","2022-02-10T21:50:01.111+02:00[Europe/Helsinki]","0.0","47.47"
